Status,templet_id,Create_Time,owner_id
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1498630800000,25153.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1496235447000,27593.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,2017-07-07T22: 28: 00.000Z,29259.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485823719000,18317.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1486535436000,249.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485903722000,19477.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1487179163000,20125.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1512444214000,5225.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486583197000,22707.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1516379289000,23727.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486034736000,23995.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1487006164000,24177.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1486063423000,24853.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1486464486000,25809.0
1.0,templet_65266739-4bba-4dd3-bfed-cb738c64d81b,1547225393000,21061.0
1.0,1778d316-0da9-470b-842b-2c0524c6f44c,1486958100000,26109.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485758952000,22595.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1484388465000,17325.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1500015437000,17725.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1486420662000,23441.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,2017-01-23T07: 22: 22.000Z,18679.0
1.0,f37764f8-1236-444f-8ad3-4c6c56b68198,1485201114000,19179.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485438582000,19181.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1487249662000,20855.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485231323000,20709.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1485356826000,21671.0
1.0,templet_b6291136-ad52-40c8-a855-c294204207a9,1543313498000,1000032.0
1.0,templet_792f0447-0754-4884-859e-b78e58aeaae6,1543404351000,1003036.0
1.0,templet_2f433b0e-959e-4588-96bb-536dc9237a79,1543827109000,1001274.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1499295995000,22347.0
1.0,templet_331660e3-fbde-4295-a211-e15ffcecc965,1544110065000,17553.0
1.0,templet_07cad0e6-dde9-4538-97bb-a28dc0479aff,1544452966000,20919.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1487781960000,10977.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1486672946000,26009.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1548464805000,27473.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1496152204000,28941.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1499242526000,11953.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1509629623000,11341.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486538840000,18561.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1495987270000,18871.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485169071000,19127.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1491001166000,18133.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1500073982000,18291.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1490453272000,20611.0
1.0,71252401-f2e8-4d64-899c-bd0214c7f76d,1485422678000,21619.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1485469579000,22149.0
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1487289151000,7731.0
1.0,f37764f8-1236-444f-8ad3-4c6c56b68198,1485938737000,22977.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1503595100000,23517.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1486048112000,24325.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486071063000,24589.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486062134000,24763.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1498629817000,25153.0
1.0,templet_65630cd2-1884-4186-9cf2-ac854125d00b,1547225474000,21061.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1490280417000,27009.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1505133690000,26767.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1497131535000,29147.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1497652598000,24423.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1522918008000,24523.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1512914214000,17983.0
1.0,53c04418-ff3f-442f-8dab-8639ebcb53ff,1493005350000,885.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1488815238000,19039.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485203588000,20249.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1548462720000,21719.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,2017-05-10T17: 31: 29.000Z,21953.0
1.0,templet_e5fcda1e-dc53-4185-a558-523e8d08eaaa,1543313554000,1026665.0
1.0,templet_fa8c298b-fe20-4532-87b2-12952c0fa806,1543372083000,1013365.0
1.0,templet_792f0447-0754-4884-859e-b78e58aeaae6,1543404541000,1012488.0
1.0,templet_792f0447-0754-4884-859e-b78e58aeaae6,1543520584000,1052779.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1548459360000,23385.0
1.0,templet_76b1661f-ca80-4e5b-bf0a-59b19f8b33bc,1544112484000,17671.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1518441585000,23727.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1486034871000,23995.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1487006105000,24177.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486063300000,24853.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1486465615000,25809.0
1.0,f71b591a-2050-439f-8662-0eaded6da6d7,1486956482000,26109.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1489819600000,27211.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1521547218000,29575.0
1.0,1778d316-0da9-470b-842b-2c0524c6f44c,1483598438000,17147.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1484388436000,17325.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1500015542000,17725.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1508237390000,18693.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485438480000,19181.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485786677000,19777.0
1.0,f37764f8-1236-444f-8ad3-4c6c56b68198,1501501554000,24039.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1485807940000,20077.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1491264647000,20665.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485231214000,20709.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485259131000,21047.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485356937000,21671.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1485952705000,22831.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1488946916000,22347.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1486641102000,24197.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1487781929000,10977.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1488509519000,26833.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1491586721000,28051.0
1.0,4666afae-b341-420c-9e2b-64afd7d5bbe4,1494508226000,28679.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1496152116000,28941.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486538579000,18561.0
1.0,71252401-f2e8-4d64-899c-bd0214c7f76d,1514541630000,19859.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1491000859000,18133.0
1.0,templet_8041653f-6c49-493e-a0e7-1a6c6106eaa6,1543313574000,1026665.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485723369000,22545.0
1.0,templet_493548be-1336-4ea2-bbf1-339d1d29498f,1544056672000,1052999.0
1.0,templet_528444b2-c24b-442e-afca-995cee896b0e,1544695133000,1060013.0
1.0,templet_528444b2-c24b-442e-afca-995cee896b0e,1545122202000,1563.0
1.0,f37764f8-1236-444f-8ad3-4c6c56b68198,1486087620000,25153.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1486147052000,25503.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1490279995000,27009.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486132341000,24809.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1484790477000,17441.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485023889000,17819.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1512914094000,17983.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1488419983000,20779.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1512359821000,5225.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1488895028000,21877.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486397703000,24177.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1486120651000,25389.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486465675000,25809.0
1.0,templet_c975d0ba-e4c5-4b4a-8297-45011bbea0d5,1547225614000,18295.0
1.0,dda97d80-7c20-4167-835a-de39da616b6f,1486914322000,26109.0
1.0,templet_c975d0ba-e4c5-4b4a-8297-45011bbea0d5,1545406121000,1061059.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1495045156000,28767.0
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1499239857000,11953.0
1.0,4fb686d9-728b-4f83-8c93-3164c1c5f5a4,1483598379000,17147.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1484388411000,17325.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1484642501000,9481.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1499957005000,17725.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1548425940000,11341.0
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1487475948000,22399.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485192552000,19959.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485309504000,21475.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1487243454000,20855.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1485231169000,20709.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1490453353000,20611.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1485356892000,21671.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1500665989000,22223.0
1.0,templet_792f0447-0754-4884-859e-b78e58aeaae6,1543312813000,1026665.0
1.0,templet_a7af855b-3a73-4acd-8ccf-143b39c475d1,1543372117000,1013365.0
1.0,templet_8437d35e-df46-4bb5-acdf-1106aba8d40a,1543526783000,23201.0
1.0,templet_2f433b0e-959e-4588-96bb-536dc9237a79,1544056724000,1052999.0
1.0,templet_1b96a4f7-a8b5-4936-9c96-7a5b799c12ee,1544113588000,17671.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1524745980000,24313.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486211384000,24197.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1487781886000,10977.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1486144341000,24967.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,2017-02-11T05: 09: 14.000Z,25611.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1491597707000,28051.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1505133715000,26767.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1497652661000,24423.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486538777000,18561.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1485184762000,19689.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1514538786000,19859.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1490983136000,18133.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1485250935000,20301.0
1.0,f37764f8-1236-444f-8ad3-4c6c56b68198,1548404820000,23921.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1480677620000,24031.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1486053526000,24589.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1524099742000,24759.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486146948000,25503.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1482504318000,27009.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1484163518000,13689.0
1.0,58fd8391-2fdf-4cde-88c2-91446642bb17,1504068895000,2705.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485985411000,23027.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1485023830000,17819.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1485760881000,18137.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485160830000,18825.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485196881000,19781.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1501501427000,24039.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1487868280000,20121.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1494508447000,20665.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1498665314000,20261.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1486178399000,20779.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1493122789000,21387.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485327617000,21565.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1511765626000,13397.0
1.0,templet_76b1661f-ca80-4e5b-bf0a-59b19f8b33bc,1543313614000,1000032.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1496336495000,22481.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485839226000,22709.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1502281068000,22895.0
1.0,templet_1b96a4f7-a8b5-4936-9c96-7a5b799c12ee,1544113645000,17671.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1507040162000,23727.0
1.0,templet_4ab29acf-0a59-4e8a-a974-8f5581e51d25,1544458660000,1563.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486033769000,23995.0
1.0,templet_2f433b0e-959e-4588-96bb-536dc9237a79,1545813477000,1060409.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1486466217000,25809.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1491907761000,14883.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1490785173000,27535.0
1.0,1b44de93-f447-46cc-8a17-8b5ef97744c7,1522309688000,29589.0
1.0,120f9997-edf1-4e42-81b6-de64dc6d760b,1483598341000,17147.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1484388268000,17325.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1485539001000,17937.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1487780800000,18091.0
1.0,26bc90e6-0a23-46b7-8cc0-e3dfb6a157c1,1482991966000,249.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485438629000,19181.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485176942000,19385.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1496932325000,20665.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485231024000,20709.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1500411035000,6819.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485892527000,22835.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1488187390000,23965.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1524746052000,24313.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1487697938000,26497.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1494615750000,26359.0
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1491587438000,28051.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1487171188000,24809.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1519770783000,17657.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486014276000,23441.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485040327000,17869.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486538306000,18561.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1485175297000,19297.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1485184890000,19689.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1514544210000,29515.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1495139923000,20665.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1490983040000,18133.0
1.0,aac850f0-5384-4792-acd5-a07c34fcc268,1485659396000,20835.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1491252968000,4009.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1485370895000,21781.0
1.0,templet_7ee15166-25f2-417e-a7d1-43a7d9d15bae,1543313623000,1000032.0
1.0,templet_2f433b0e-959e-4588-96bb-536dc9237a79,1543372542000,1001274.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1486388671000,22547.0
1.0,templet_76b1661f-ca80-4e5b-bf0a-59b19f8b33bc,1543527016000,23201.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486989543000,22985.0
1.0,4666afae-b341-420c-9e2b-64afd7d5bbe4,1508243942000,23229.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1494305214000,27947.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1486053183000,24589.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1486087535000,25153.0
1.0,4917a181-af6a-42ae-8419-7b5fb78e1526,1503234098000,8503.0
1.0,dae79ddb-a2a2-4433-8a79-dd67918d3f5f,1490280167000,27009.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1490792322000,27347.0
1.0,e57467b0-a982-44c5-89e0-f208ebc96dd2,1490798825000,27601.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1491385384000,27961.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1504068803000,2705.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1499239828000,11953.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485023643000,17819.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485760795000,18137.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485148447000,18311.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1485151789000,5593.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,2017-01-23T18: 40: 17.000Z,19781.0
1.0,55cb886f-5a8f-4273-8896-93ca6feb1df2,1485343270000,21475.0
1.0,8a910d90-b239-4886-a0d2-b7d01d5a9957,1487868119000,20121.0
1.0,66c8d80a-bde4-4f23-860e-982fa14b6b6c,1487223895000,18291.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1486178348000,20779.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1493122715000,21387.0
1.0,00688b8d-88d4-4e90-8e13-d1a4915206a3,1492699077000,21721.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485659280000,22481.0
1.0,10a0f766-4dad-45cc-a7b1-0f1574323dee,1496372841000,22709.0
1.0,228d85bd-2f29-4b87-80dd-80754038f12c,1518441466000,23727.0
1.0,fb7bf5d1-49a1-492b-8280-ec7e8b3678c6,1505632491000,23857.0
1.0,49c811f5-36c1-42c0-8dff-88203fd011d4,1546838558000,1060385.0
1.0,6a3f2018-e9dd-4ccd-914e-2da4f992f605,1486295669000,25401.0
1.0,templet_aa2b4b2b-d76c-40e0-8fb5-128c0a663c41,1548349796000,1061209.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1495045070000,28767.0
1.0,53c04418-ff3f-442f-8dab-8639ebcb53ff,1522309395000,29589.0
1.0,71252401-f2e8-4d64-899c-bd0214c7f76d,1484388190000,17325.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1486438705000,24523.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485538654000,17937.0
1.0,a7819859-2f61-4c6b-8307-890fe3e18762,1485146854000,18091.0
1.0,935fcec9-b730-4d5d-8f1d-70575209342e,1485877981000,18701.0
